months,style,sku,size,pcs,rate,gross_amt
2022-02-01,JNE3507,JNE3507-KR-S,S,1.00,306.25,306.00
2022-02-01,SET333,SET333-KR-DPT-L,L,1.00,1075.00,1075.00
2022-02-01,SET285,SET285-KR-SHA-XS,XS,1.00,612.50,612.00
2022-02-01,SET058,SET058-KR-NP-M,M,1.00,1000.00,1000.00
2022-02-01,SET144,SET144-KR-NP-L,L,1.00,825.00,825.00
2022-02-01,SET186,SET186-KR-DH-L,L,1.00,825.00,825.00
2022-02-01,JNE3564,JNE3564-KR-L,L,1.00,425.00,425.00
2022-02-01,SET316,SET316-KR-DPT-XS,XS,1.00,1312.50,1312.00
2022-02-01,SET316,SET316-KR-DPT-M,M,1.00,1312.50,1312.00
2022-02-01,JNE3252,JNE3252-KR-M,M,1.00,475.00,475.00
2022-02-01,JNE3373,JNE3373-KR-XS,XS,1.00,525.00,525.00
2022-02-01,JNE3383,JNE3383-KR-L,L,1.00,650.00,650.00
2022-02-01,JNE3548,JNE3548-KR-L,L,1.00,462.50,439.00
2022-02-01,JNE3548,JNE3548-KR-M,M,1.00,462.50,439.00
2022-02-01,JNE3548,JNE3548-KR-S,S,1.00,462.50,439.00
2022-02-01,JNE3548,JNE3548-KR-XL,XL,1.00,462.50,439.00
2022-02-01,JNE3548,JNE3548-KR-XS,XS,1.00,462.50,439.00
2022-02-01,SET262,SET262-KR-NP-L,L,1.00,743.75,707.00
2022-02-01,SET262,SET262-KR-NP-M,M,1.00,743.75,707.00
2022-02-01,SET262,SET262-KR-NP-S,S,1.00,743.75,707.00
2022-02-01,SET262,SET262-KR-NP-XL,XL,1.00,743.75,707.00
2022-02-01,SET262,SET262-KR-NP-XXL,XXL,1.00,743.75,707.00
2022-02-01,SET270,SET270-KR-PP-L,L,1.00,718.75,683.00
2022-02-01,SET270,SET270-KR-PP-M,M,1.00,718.75,683.00
2022-02-01,SET270,SET270-KR-PP-S,S,1.00,718.75,683.00
2022-02-01,SET270,SET270-KR-PP-XL,XL,1.00,718.75,683.00
2022-02-01,SET270,SET270-KR-PP-XXL,XXL,1.00,718.75,683.00
2022-02-01,SET348,SET348-KR-NP-L,L,1.00,1312.50,1247.00
2022-02-01,SET348,SET348-KR-NP-S,S,1.00,1312.50,1247.00
2022-02-01,SET348,SET348-KR-NP-XL,XL,1.00,1312.50,1247.00
2022-02-01,SET373,SET373-KR-PP-L,L,1.00,1000.00,950.00
2022-02-01,SET373,SET373-KR-PP-M,M,1.00,1000.00,950.00
2022-02-01,SET373,SET373-KR-PP-S,S,1.00,1000.00,950.00
2022-02-01,SET373,SET373-KR-PP-XL,XL,1.00,1000.00,950.00
2022-02-01,SET373,SET373-KR-PP-XXL,XXL,1.00,1000.00,950.00
2022-02-01,SET380,SET380-KR-NP-M,M,1.00,1350.00,1282.00
2022-02-01,SET380,SET380-KR-NP-XXL,XXL,1.00,1350.00,1282.00
2022-02-01,SET380,SET380-KR-NP-S,S,1.00,1350.00,1282.00
2022-02-01,SET380,SET380-KR-NP-XL,XL,1.00,1350.00,1282.00
2022-02-01,SET380,SET380-KR-NP-L,L,1.00,1350.00,1282.00
2022-02-01,SET396,SET396-KR-PP-L,L,1.00,1312.50,1247.00
2022-02-01,SET396,SET396-KR-PP-M,M,1.00,1312.50,1247.00
2022-02-01,SET396,SET396-KR-PP-S,S,1.00,1312.50,1247.00
2022-02-01,SET275,SET275-KR-NP-S,S,1.00,868.75,825.00
2022-02-01,SET275,SET275-KR-NP-L,L,1.00,868.75,825.00
2022-02-01,SET275,SET275-KR-NP-M,M,1.00,868.75,825.00
2022-02-01,SET275,SET275-KR-NP-XL,XL,1.00,868.75,825.00
2022-02-01,SET275,SET275-KR-NP-XXL,XXL,1.00,868.75,825.00
2022-02-01,SET396,SET396-KR-PP-XL,XL,1.00,1312.50,1247.00
2022-02-01,SET396,SET396-KR-PP-XXL,XXL,1.00,1312.50,1247.00
2022-02-01,J0198,J0198-TP-XXL,XXL,1.00,562.50,534.00
2022-02-01,J0374,J0374-KR-XXL,XXL,1.00,775.00,736.00
2022-02-01,J0374,J0374-KR-XL,XL,1.00,775.00,736.00
2022-02-01,J0398,J0398-DR-XXL,XXL,1.00,887.50,843.00
2022-02-01,JNE3729,JNE3729-KR-XXL,XXL,1.00,443.75,422.00
2022-02-01,JNE3729,JNE3729-KR-XL,XL,1.00,443.75,422.00
2022-02-01,JNE3732,JNE3732-KR-XXL,XXL,1.00,500.00,475.00
2022-02-01,JNE3732,JNE3732-KR-XL,XL,1.00,500.00,475.00
2022-02-01,JNE3734,JNE3734-KR-XXL,XXL,1.00,500.00,475.00
2022-02-01,JNE3734,JNE3734-KR-XL,XL,1.00,500.00,475.00
2022-02-01,JNE3779,JNE3779-KR-XXL,XXL,1.00,525.00,499.00
2022-02-01,JNE3779,JNE3779-KR-XL,XL,1.00,525.00,499.00
2022-02-01,JNE3787,JNE3787-KR-XXL,XXL,1.00,462.50,439.00
2022-02-01,JNE3787,JNE3787-KR-XL,XL,1.00,462.50,439.00
2022-02-01,JNE3797,JNE3797-KR-XXL,XXL,1.00,975.00,926.00
2022-02-01,JNE3797,JNE3797-KR-XL,XL,1.00,975.00,926.00
2022-02-01,JNE3798,JNE3798-KR-XXL,XXL,1.00,975.00,926.00
2022-02-01,JNE3798,JNE3798-KR-XL,XL,1.00,975.00,926.00
2022-02-01,JNE3813,JNE3813-KR-XXL,XXL,1.00,650.00,618.00
2022-02-01,JNE3813,JNE3813-KR-XL,XL,1.00,650.00,618.00
2022-02-01,JNE3864,JNE3864-TU-XXL,XXL,1.00,537.50,511.00
2022-02-01,JNE3864,JNE3864-TU-XL,XL,1.00,537.50,511.00
2022-02-01,JNE3870,JNE3870-DR-XXL,XXL,1.00,687.50,653.00
2022-02-01,JNE3870,JNE3870-DR-XL,XL,1.00,687.50,653.00
2022-02-01,JNE3880,JNE3880-DR-XXL,XXL,1.00,650.00,618.00
2022-02-01,SET307,SET307-KR-DPT-XXL,XXL,1.00,775.00,736.00
2022-02-01,SET333,SET333-KR-DPT-XXL,XXL,1.00,1075.00,1021.00
2022-02-01,SET340,SET340-KR-NP-XXL,XXL,1.00,850.00,808.00
2022-02-01,SET392,SET392-KR-NP-XXL,XXL,1.00,850.00,808.00
2022-02-01,SET409,SET409-KR-NP-XXL,XXL,1.00,812.50,772.00
2022-02-01,JNE3576,JNE3576-KR-XXL,XXL,1.00,425.00,425.00
2022-02-01,SET282,SET282-KR-PP-XL,XL,1.00,1237.50,1238.00
2022-02-01,JNE3576,JNE3576-KR-XS,XS,1.00,425.00,425.00
2022-02-01,JNE3555,JNE3555-KR-XXL,XXL,1.00,462.50,462.00
2022-02-01,JNE3561,JNE3561-KR-XL,XL,1.00,462.50,462.00
2022-02-01,JNE2171,JNE2171-KR-437-XL,XL,1.00,500.00,500.00
2022-02-01,JNE3750,JNE3750-KR-XL,XL,1.00,500.00,500.00
2022-02-01,JNE3553,JNE3553-KR-XL,XL,1.00,462.50,462.00
2022-02-01,JNE3421,JNE3421-KR-M,M,1.00,362.50,362.00
2022-02-01,JNE3622,JNE3622-KR-M,M,1.00,462.50,462.00
2022-02-01,JNE3560,JNE3560-KR-XL,XL,1.00,462.50,462.00
2022-02-01,JNE3554,JNE3554-KR-XL,XL,1.00,462.50,462.00
2022-02-01,SET346,SET346-KR-PP-XL,XL,1.00,1000.00,1000.00
2022-02-01,JNE3480,JNE3480-KR-L,L,1.00,293.75,279.00
2022-02-01,JNE3480,JNE3480-KR-XL,XL,1.00,293.75,279.00
2022-02-01,JNE3428,JNE3428-KR-L,L,1.00,293.75,279.00
2022-02-01,JNE3428,JNE3428-KR-XL,XL,1.00,293.75,279.00
2022-02-01,JNE3576,JNE3576-KR-S,S,1.00,425.00,404.00
2022-02-01,JNE3576,JNE3576-KR-L,L,1.00,425.00,404.00
2022-02-01,JNE3574,JNE3574-KR-M,M,1.00,343.75,327.00
2022-02-01,JNE3449,JNE3449-KR-S,S,1.00,356.25,338.00
2022-02-01,JNE3449,JNE3449-KR-M,M,1.00,356.25,338.00
2022-02-01,JNE3225,JNE3225-KR-M,M,1.00,393.75,374.00
2022-02-01,JNE3555,JNE3555-KR-XXXL,XXXL,1.00,462.50,439.00
2022-02-01,JNE3716,JNE3716-KR-M,M,1.00,462.50,439.00
2022-02-01,JNE3716,JNE3716-KR-L,L,1.00,462.50,439.00
2022-02-01,JNE3716,JNE3716-KR-XL,XL,1.00,462.50,439.00
2022-02-01,JNE3760,JNE3760-KR-M,M,1.00,525.00,499.00
2022-02-01,JNE3760,JNE3760-KR-XL,XL,1.00,525.00,499.00
2022-02-01,JNE3760,JNE3760-KR-XXXL,XXXL,1.00,525.00,499.00
2022-02-01,J0097,J0097-KR-M,M,1.00,562.50,534.00
2022-02-01,J0097,J0097-KR-L,L,1.00,562.50,534.00
2022-02-01,BTM042,BTM042-PP-L,L,1.00,368.75,350.00
2022-02-01,BTM043,BTM043-PP-M,M,1.00,393.75,374.00
2022-02-01,JNE3376,JNE3376-KR-S,S,1.00,537.50,511.00
2022-02-01,JNE3376,JNE3376-KR-M,M,1.00,537.50,511.00
2022-02-01,JNE3376,JNE3376-KR-L,L,1.00,537.50,511.00
2022-02-01,JNE3376,JNE3376-KR-XL,XL,1.00,537.50,511.00
2022-02-01,JNE3376,JNE3376-KR-XXL,XXL,1.00,537.50,511.00
2022-02-01,JNE3548,JNE3548-KR-S,S,1.00,462.50,439.00
2022-02-01,JNE3548,JNE3548-KR-M,M,1.00,462.50,439.00
2022-02-01,JNE3548,JNE3548-KR-L,L,1.00,462.50,439.00
2022-02-01,JNE3548,JNE3548-KR-XL,XL,1.00,462.50,439.00
2022-02-01,JNE3548,JNE3548-KR-XXL,XXL,1.00,462.50,439.00
2022-02-01,JNE3548,JNE3548-KR-XXXL,XXXL,1.00,462.50,439.00
2022-02-01,JNE3480,JNE3480-KR-S,S,1.00,293.75,279.00
2022-02-01,JNE3480,JNE3480-KR-M,M,1.00,293.75,279.00
2022-02-01,JNE1525,KURTI,Free,1.00,525.00,499.00
2022-02-01,JNE1525,KURTI,Free,1.00,525.00,499.00
2022-02-01,JNE1525,KURTI,Free,1.00,525.00,499.00
2022-02-01,JNE1525,KURTI,Free,1.00,525.00,499.00
2022-02-01,JNE1525,KURTI,Free,1.00,525.00,499.00
2022-02-01,JNE3428,JNE3428-KR-S,S,1.00,293.75,279.00
2022-02-01,JNE3428,JNE3428-KR-M,M,1.00,293.75,279.00
2022-02-01,JNE3428,JNE3428-KR-XXL,XXL,1.00,293.75,279.00
2022-02-01,JNE3556,JNE3556-KR-S,S,1.00,462.50,439.00
2022-02-01,JNE3556,JNE3556-KR-M,M,1.00,462.50,439.00
2022-02-01,JNE3556,JNE3556-KR-L,L,1.00,462.50,439.00
2022-02-01,JNE3556,JNE3556-KR-XL,XL,1.00,462.50,439.00
2022-02-01,JNE3556,JNE3556-KR-XXL,XXL,1.00,462.50,439.00
2022-02-01,JNE3576,JNE3576-KR-M,M,1.00,425.00,404.00
2022-02-01,JNE3576,JNE3576-KR-XL,XL,1.00,425.00,404.00
2022-02-01,JNE3576,JNE3576-KR-XXL,XXL,1.00,425.00,404.00
2022-02-01,JNE3574,JNE3574-KR-S,S,1.00,343.75,327.00
2022-02-01,JNE3574,JNE3574-KR-L,L,1.00,343.75,327.00
2022-02-01,JNE3574,JNE3574-KR-XL,XL,1.00,343.75,327.00
2022-02-01,JNE3574,JNE3574-KR-XXL,XXL,1.00,343.75,327.00
2022-02-01,JNE3422,JNE3422-KR-S,S,1.00,343.75,327.00
2022-02-01,JNE3422,JNE3422-KR-M,M,1.00,343.75,327.00
2022-02-01,JNE3422,JNE3422-KR-L,L,1.00,343.75,327.00
2022-02-01,JNE3422,JNE3422-KR-XL,XL,1.00,343.75,327.00
2022-02-01,JNE3422,JNE3422-KR-XXL,XXL,1.00,343.75,327.00
2022-02-01,JNE3429,JNE3429-KR-S,S,1.00,356.25,338.00
2022-02-01,JNE3429,JNE3429-KR-M,M,1.00,356.25,338.00
2022-02-01,JNE3429,JNE3429-KR-L,L,1.00,356.25,338.00
2022-02-01,JNE3429,JNE3429-KR-XL,XL,1.00,356.25,338.00
2022-02-01,JNE3429,JNE3429-KR-XXL,XXL,1.00,356.25,338.00
2022-02-01,JNE3449,JNE3449-KR-L,L,1.00,356.25,338.00
2022-02-01,JNE3449,JNE3449-KR-XL,XL,1.00,356.25,338.00
2022-02-01,JNE3449,JNE3449-KR-XXL,XXL,1.00,356.25,338.00
2022-02-01,JNE3722,JNE3722-KR-S,S,1.00,362.50,344.00
2022-02-01,JNE3722,JNE3722-KR-M,M,1.00,362.50,344.00
2022-02-01,JNE3722,JNE3722-KR-L,L,1.00,362.50,344.00
2022-02-01,JNE3722,JNE3722-KR-XL,XL,1.00,362.50,344.00
2022-02-01,JNE3722,JNE3722-KR-XXL,XXL,1.00,362.50,344.00
2022-02-01,JNE3722,JNE3722-KR-XXXL,XXXL,1.00,362.50,344.00
2022-02-01,JNE3534,JNE3534-KR-S,S,1.00,387.50,368.00
2022-02-01,JNE3534,JNE3534-KR-M,M,1.00,387.50,368.00
2022-02-01,JNE3534,JNE3534-KR-L,L,1.00,387.50,368.00
2022-02-01,JNE3534,JNE3534-KR-XL,XL,1.00,387.50,368.00
2022-02-01,JNE3534,JNE3534-KR-XXL,XXL,1.00,387.50,368.00
2022-02-01,JNE3261,JNE3261-KR-S,S,1.00,387.50,368.00
2022-02-01,JNE3261,JNE3261-KR-M,M,1.00,387.50,368.00
2022-02-01,JNE3261,JNE3261-KR-L,L,1.00,387.50,368.00
2022-02-01,JNE3261,JNE3261-KR-XL,XL,1.00,387.50,368.00
2022-02-01,JNE3261,JNE3261-KR-XXL,XXL,1.00,387.50,368.00
2022-02-01,JNE3261,JNE3261-KR-XXXL,XXXL,1.00,387.50,368.00
2022-02-01,JNE3627,JNE3627-KR-S,S,1.00,393.75,374.00
2022-02-01,JNE3627,JNE3627-KR-M,M,1.00,393.75,374.00
2022-02-01,JNE3627,JNE3627-KR-L,L,1.00,393.75,374.00
2022-02-01,JNE3627,JNE3627-KR-XL,XL,1.00,393.75,374.00
2022-02-01,JNE3627,JNE3627-KR-XXL,XXL,1.00,393.75,374.00
2022-02-01,JNE3627,JNE3627-KR-XXXL,XXXL,1.00,393.75,374.00
2022-02-01,JNE3225,JNE3225-KR-S,S,1.00,393.75,374.00
2022-02-01,JNE3225,JNE3225-KR-L,L,1.00,393.75,374.00
2022-02-01,JNE3225,JNE3225-KR-XL,XL,1.00,393.75,374.00
2022-02-01,JNE3363,JNE3363-KR-1032-S,S,1.00,425.00,404.00
2022-02-01,JNE3363,JNE3363-KR-1032-M,M,1.00,425.00,404.00
2022-02-01,JNE3363,JNE3363-KR-1032-L,L,1.00,425.00,404.00
2022-02-01,JNE3363,JNE3363-KR-1032-XL,XL,1.00,425.00,404.00
2022-02-01,JNE3363,JNE3363-KR-1032-XXL,XXL,1.00,425.00,404.00
2022-02-01,JNE3363,JNE3363-KR-1032-XXXL,XXXL,1.00,425.00,404.00
2022-02-01,J0132,J0132-KR-S,S,1.00,431.25,410.00
2022-02-01,J0132,J0132-KR-M,M,1.00,431.25,410.00
2022-02-01,J0132,J0132-KR-L,L,1.00,431.25,410.00
2022-02-01,J0132,J0132-KR-XL,XL,1.00,431.25,410.00
2022-02-01,J0132,J0132-KR-XXL,XXL,1.00,431.25,410.00
2022-02-01,JNE3785,JNE3785-KR-S,S,1.00,431.25,410.00
2022-02-01,JNE3785,JNE3785-KR-M,M,1.00,431.25,410.00
2022-02-01,JNE3785,JNE3785-KR-L,L,1.00,431.25,410.00
2022-02-01,JNE3785,JNE3785-KR-XL,XL,1.00,431.25,410.00
2022-02-01,JNE3785,JNE3785-KR-XXL,XXL,1.00,431.25,410.00
2022-02-01,JNE3555,JNE3555-KR-XS,XS,1.00,462.50,439.00
2022-02-01,JNE3555,JNE3555-KR-S.,S,1.00,462.50,439.00
2022-02-01,JNE3555,JNE3555-KR-M,M,1.00,462.50,439.00
2022-02-01,JNE3555,JNE3555-KR-L,L,1.00,462.50,439.00
2022-02-01,JNE3555,JNE3555-KR-XL,XL,1.00,462.50,439.00
2022-02-01,JNE3555,JNE3555-KR-XXL,XXL,1.00,462.50,439.00
2022-02-01,JNE3560,JNE3560-KR-S,S,1.00,462.50,439.00
2022-02-01,JNE3560,JNE3560-KR-XL,XL,1.00,462.50,439.00
2022-02-01,JNE3560,JNE3560-KR-XXL,XXL,1.00,462.50,439.00
2022-02-01,JNE3716,JNE3716-KR-S,S,1.00,462.50,439.00
2022-02-01,JNE3716,JNE3716-KR-XXL,XXL,1.00,462.50,439.00
2022-02-01,JNE3716,JNE3716-KR-XXXL,XXXL,1.00,462.50,439.00
2022-02-01,JNE3788,JNE3788-KR-S,S,1.00,462.50,439.00
2022-02-01,JNE3788,JNE3788-KR-M,M,1.00,462.50,439.00
2022-02-01,JNE3788,JNE3788-KR-L,L,1.00,462.50,439.00
2022-02-01,JNE3788,JNE3788-KR-XL,XL,1.00,462.50,439.00
2022-02-01,JNE3788,JNE3788-KR-XXL,XXL,1.00,462.50,439.00
2022-02-01,JNE3760,JNE3760-KR-S,S,1.00,525.00,499.00
2022-02-01,JNE3760,JNE3760-KR-L,L,1.00,525.00,499.00
2022-02-01,JNE3760,JNE3760-KR-XXL,XXL,1.00,525.00,499.00
2022-02-01,JNE3770,JNE3770-KR-S,S,1.00,525.00,499.00
2022-02-01,JNE3770,JNE3770-KR-M,M,1.00,525.00,499.00
2022-02-01,JNE3770,JNE3770-KR-L,L,1.00,525.00,499.00
2022-02-01,JNE3770,JNE3770-KR-XL,XL,1.00,525.00,499.00
2022-02-01,JNE3770,JNE3770-KR-XXL,XXL,1.00,525.00,499.00
2022-02-01,JNE3400,JNE3400-KR-S,S,1.00,562.50,534.00
2022-02-01,JNE3400,JNE3400-KR-M,M,1.00,562.50,534.00
2022-02-01,JNE3400,JNE3400-KR-L,L,1.00,562.50,534.00
2022-02-01,JNE3400,JNE3400-KR-XL,XL,1.00,562.50,534.00
2022-02-01,J0097,J0097-KR-S,S,1.00,562.50,534.00
2022-02-01,J0097,J0097-KR-XL,XL,1.00,562.50,534.00
2022-02-01,J0097,J0097-KR-XXL,XXL,1.00,562.50,534.00
2022-02-01,J0097,J0097-KR-XXXL,XXXL,1.00,562.50,534.00
2022-02-01,BTM039,BTM039-PP-M,M,1.00,368.75,350.00
2022-02-01,BTM039,BTM039-PP-L,L,1.00,368.75,350.00
2022-02-01,BTM039,BTM039-PP-XL,XL,1.00,368.75,350.00
2022-02-01,BTM038,BTM038-PP-M,M,1.00,393.75,374.00
2022-02-01,BTM038,BTM038-PP-L,L,1.00,393.75,374.00
2022-02-01,BTM038,BTM038-PP-XL,XL,1.00,393.75,374.00
2022-02-01,BTM046,BTM046-PP-M,M,1.00,393.75,374.00
2022-02-01,BTM046,BTM046-PP-L,L,1.00,393.75,374.00
2022-02-01,BTM046,BTM046-PP-XL,XL,1.00,393.75,374.00
2022-02-01,SET182,SET182-KR-DH-S,S,1.00,725.00,689.00
2022-02-01,SET182,SET182-KR-DH-M,M,1.00,725.00,689.00
2022-02-01,SET182,SET182-KR-DH-L,L,1.00,725.00,689.00
2022-02-01,SET182,SET182-KR-DH-XL,XL,1.00,725.00,689.00
2022-02-01,SET209,SET209-KR-PP-S,S,1.00,725.00,689.00
2022-02-01,SET209,SET209-KR-PP-M,M,1.00,725.00,689.00
2022-02-01,SET209,SET209-KR-PP-L,L,1.00,725.00,689.00
2022-02-01,SET209,SET209-KR-PP-XL,XL,1.00,725.00,689.00
2022-02-01,SET306,SET306-KR-PP-M,M,1.00,737.50,701.00
2022-02-01,SET306,SET306-KR-PP-L,L,1.00,737.50,701.00
2022-02-01,SET306,SET306-KR-PP-XL,XL,1.00,737.50,701.00
2022-02-01,SET306,SET306-KR-PP-XXL,XXL,1.00,737.50,701.00
2022-02-01,SET083,SET083-KR-PP-M,M,1.00,793.75,754.00
2022-02-01,SET083,SET083-KR-PP-L,L,1.00,793.75,754.00
2022-02-01,SET083,SET083-KR-PP-XL,XL,1.00,793.75,754.00
2022-02-01,SET083,SET083-KR-PP-XXL,XXL,1.00,793.75,754.00
2022-02-01,SET110,SET110-KR-PP-S,S,1.00,825.00,784.00
2022-02-01,SET110,SET110-KR-PP-M,M,1.00,825.00,784.00
2022-02-01,SET110,SET110-KR-PP-L,L,1.00,825.00,784.00
2022-02-01,SET110,SET110-KR-PP-XL,XL,1.00,825.00,784.00
2022-02-01,BTM042,BTM042-PP-M,M,1.00,368.75,350.00
2022-02-01,BTM042,BTM042-PP-XL,XL,1.00,368.75,350.00
2022-02-01,BTM043,BTM043-PP-L,L,1.00,393.75,374.00
2022-02-01,BTM043,BTM043-PP-XL,XL,1.00,393.75,374.00
2022-02-01,J0306,J0306-DR-XXXL,XXXL,1.00,650.00,650.00
2022-02-01,J0370,J0370-SKD-L,L,1.00,1237.50,1238.00
2022-02-01,J0370,J0370-SKD-XXXL,XXXL,1.00,1237.50,1238.00
2022-02-01,J0370,J0370-SKD-XXXL,XXXL,1.00,1237.50,1238.00
2022-02-01,JNE3546,JNE3546-KR-M,M,1.00,425.00,425.00
2022-02-01,JNE3568,JNE3568-KR-S,S,1.00,425.00,425.00
2022-02-01,JNE3634,JNE3634-KR-XL,XL,1.00,687.50,688.00
2022-02-01,JNE3634,JNE3634-KR-XXL,XXL,1.00,687.50,688.00
2022-02-01,SET326,SET326-KR-PP-L,L,1.00,687.50,688.00
2022-02-01,SET326,SET326-KR-PP-M,M,1.00,687.50,688.00
2022-03-01,J0024,J0024-KR-XS,XS,1.00,437.50,416.00
2022-03-01,J0110,J0110-SKD-XXL,XXL,1.00,1181.25,1122.00
2022-03-01,J0118,J0118-TP-XXL,XXL,1.00,425.00,404.00
2022-03-01,J0118,J0118-TP-XXL,XXL,1.00,425.00,404.00
2022-03-01,J0120,J0120-TP-XXL,XXL,1.00,387.50,368.00
2022-03-01,J0197,J0197-TP-S,S,1.00,562.50,534.00
2022-03-01,J0301,J0301-TP-XXXL,XXXL,1.00,387.50,368.00
2022-03-01,J0336,J0336-TP-L,L,1.00,537.50,511.00
2022-03-01,J0337,J0337-TP-L,L,1.00,425.00,404.00
2022-03-01,J0344,J0344-TP-L,L,1.00,425.00,404.00
2022-03-01,JNE3554,JNE3554-KR-S,S,1.00,462.50,439.00
2022-03-01,JNE3639,JNE3639-TP-XXL,XXL,1.00,425.00,404.00
2022-03-01,JNE3686,JNE3686-TU-M,M,1.00,456.25,433.00
2022-03-01,PJNE1906,PJNE1906-KR-6XL,6XL,1.00,587.50,558.00
2022-03-01,PJNE2014,PJNE2014-KR-6XL,6XL,1.00,650.00,618.00
2022-03-01,SET098,SET098-KR-PP-S,S,1.00,900.00,855.00
2022-03-01,SET156,SET156-KR-NP-S,S,1.00,925.00,879.00
2022-03-01,SET171,SET171-KR-NP-XS,XS,1.00,1056.25,1003.00
2022-03-01,SET224,SET224-KR-NP-XXL,XXL,1.00,1587.50,1508.00
2022-03-01,SET226,SET226-KR-PP-XXL,XXL,1.00,812.50,772.00
2022-03-01,SET243,SET243-KR-PP-L,L,1.00,687.50,653.00
2022-03-01,SET268,SET268-KR-NP-M,M,1.00,925.00,879.00
2022-03-01,SET269,SET269-KR-NP-S,S,1.00,975.00,926.00
2022-03-01,SET287,SET287-KR-NP-L,L,1.00,612.50,582.00
2022-03-01,SET293,SET293-KR-NP-S,S,1.00,775.00,736.00
2022-03-01,SET328,SET328-KR-NP-XXL,XXL,1.00,650.00,618.00
2022-03-01,JNE2101,JNE2101-KR-210-L,L,1.00,306.25,291.00
2022-03-01,JNE2101,JNE2101-KR-210-M,M,1.00,306.25,291.00
2022-03-01,JNE2101,JNE2101-KR-210-S,S,1.00,306.25,291.00
2022-03-01,JNE2101,JNE2101-KR-210-XL,XL,1.00,306.25,291.00
2022-03-01,JNE3405,JNE3405-KR-L,L,1.00,350.00,332.00
2022-03-01,JNE3405,JNE3405-KR-M,M,1.00,350.00,332.00
2022-03-01,JNE3405,JNE3405-KR-S,S,1.00,350.00,332.00
2022-03-01,JNE3405,JNE3405-KR-XL,XL,1.00,350.00,332.00
2022-03-01,JNE3440,JNE3440-KR-L,L,1.00,387.50,368.00
2022-03-01,JNE3440,JNE3440-KR-L,L,1.00,387.50,368.00
2022-03-01,JNE3440,JNE3440-KR-M,M,1.00,387.50,368.00
2022-03-01,JNE3440,JNE3440-KR-M,M,1.00,387.50,368.00
2022-03-01,JNE3440,JNE3440-KR-S,S,1.00,387.50,368.00
2022-03-01,JNE3440,JNE3440-KR-S,S,1.00,387.50,368.00
2022-03-01,JNE3440,JNE3440-KR-XL,XL,1.00,387.50,368.00
2022-03-01,JNE3440,JNE3440-KR-XL,XL,1.00,387.50,368.00
2022-03-01,JNE3479,JNE3479-KR-L,L,1.00,293.75,279.00
2022-03-01,JNE3479,JNE3479-KR-M,M,1.00,293.75,279.00
2022-03-01,JNE3479,JNE3479-KR-S,S,1.00,293.75,279.00
2022-03-01,JNE3479,JNE3479-KR-XL,XL,1.00,293.75,279.00
2022-03-01,JNE3480,JNE3480-KR-L,L,1.00,293.75,279.00
2022-03-01,JNE3480,JNE3480-KR-M,M,1.00,293.75,279.00
2022-03-01,JNE3480,JNE3480-KR-S,S,1.00,293.75,279.00
2022-03-01,JNE3480,JNE3480-KR-XL,XL,1.00,293.75,279.00
2022-03-01,JNE3489,JNE3489-KR-L,L,1.00,387.50,368.00
2022-03-01,JNE3489,JNE3489-KR-L,L,1.00,387.50,368.00
2022-03-01,JNE3489,JNE3489-KR-M,M,1.00,387.50,368.00
2022-03-01,JNE3489,JNE3489-KR-M,M,1.00,387.50,368.00
2022-03-01,JNE3489,JNE3489-KR-S,S,1.00,387.50,368.00
2022-03-01,JNE3489,JNE3489-KR-S,S,1.00,387.50,368.00
2022-03-01,JNE3489,JNE3489-KR-XL,XL,1.00,387.50,368.00
2022-03-01,JNE3489,JNE3489-KR-XL,XL,1.00,387.50,368.00
2022-03-01,JNE3546,JNE3546-KR-L,L,1.00,425.00,404.00
2022-03-01,JNE3546,JNE3546-KR-L,L,1.00,425.00,404.00
2022-03-01,JNE3546,JNE3546-KR-M,M,1.00,425.00,404.00
2022-03-01,JNE3546,JNE3546-KR-M,M,1.00,425.00,404.00
2022-03-01,JNE3546,JNE3546-KR-S,S,1.00,425.00,404.00
2022-03-01,JNE3546,JNE3546-KR-S,S,1.00,425.00,404.00
2022-03-01,JNE3546,JNE3546-KR-XL,XL,1.00,425.00,404.00
2022-03-01,JNE3546,JNE3546-KR-XL,XL,1.00,425.00,404.00
2022-03-01,JNE3622,JNE3622-KR-L,L,1.00,462.50,439.00
2022-03-01,JNE3622,JNE3622-KR-L,L,1.00,462.50,439.00
2022-03-01,JNE3622,JNE3622-KR-M,M,1.00,462.50,439.00
2022-03-01,JNE3622,JNE3622-KR-M,M,1.00,462.50,439.00
2022-03-01,JNE3622,JNE3622-KR-S,S,1.00,462.50,439.00
2022-03-01,JNE3622,JNE3622-KR-S,S,1.00,462.50,439.00
2022-03-01,JNE3622,JNE3622-KR-XL,XL,1.00,462.50,439.00
2022-03-01,JNE3622,JNE3622-KR-XL,XL,1.00,462.50,439.00
2022-03-01,JNE3701,JNE3701-KR-L,L,1.00,462.50,439.00
2022-03-01,JNE3701,JNE3701-KR-L,L,1.00,462.50,439.00
2022-03-01,JNE3701,JNE3701-KR-M,M,1.00,462.50,439.00
2022-03-01,JNE3701,JNE3701-KR-M,M,1.00,462.50,439.00
2022-03-01,JNE3701,JNE3701-KR-S,S,1.00,462.50,439.00
2022-03-01,JNE3701,JNE3701-KR-S,S,1.00,462.50,439.00
